,title,Achievement_rate,amount,people
6594,【开学焕新】盛世狂欢 梦想三国伴你成长,102%,51210.0,374
6595,GE通用电气净水器 奥运直饮水 矿物质水,1333%,2667282.3,1101
6596,幼儿思维拓展 双语洞洞书,106%,64128.0,1060
6597,被追捧上天的流心奶黄月饼不为人知的秘密,276%,27694.0,110
6598,【红点奖获得者】一只让你木灯口呆的UFO,2058%,2058760.0,8997
6599,【会说话的汤姆猫】语音款毛绒玩具全网首发,264%,132473.0,692
6600,真爱七夕 四季 三餐 两人 一杯茶,261%,26134.0,307
6601,【即将发货】一秒折叠——卡西威尔ONE-X电动车,5399%,10799553.0,4807
6602,旅行居家办公就靠你了-程爷爷旅行舒缓颈靠,813%,1627872.0,6655
6603,你随身的心电分析专家，运动健身更安全,101%,202865.0,229
6604,【幸运石 X 诛仙·云梦川】正版周边众筹,118%,23634.0,137
6605,中华老字号，非物质文化遗产，手工合川桃片,259%,25929.8,614
6606,戒烟首选真烟口感的3721水雾蒸汽电子烟,102%,204245.0,1048
6607,沈大成月兔礼盒 中秋新品众筹,129%,12952.0,62
6608,壹基金紧急响应九寨沟地震,411%,41185.0,1733
6609,魔吻巧克力月饼高端礼盒,989%,19784.5,155
6610,[原生蜂巢蜜]在云梦川体验原汁原味的甜蜜,100%,20064.0,258
6611,香泡泡洁净卫士马桶防溅给您一个干净的家,438%,438032.0,807
6612,让榴莲控为之抓狂的猫山王榴莲冰皮,1069%,106918.0,643
6613,飞比便携封口机 一按一拉 保鲜防潮,1464%,1464448.1,23286
6614,海康威视萤石C3W网络监控摄像机,930%,930266.0,3754
6615,沙漠里生长九月之久的喜庆蜜瓜,394%,197250.2,4854
6616,驰援九寨沟7级地震 爱救在行动,174%,17420.0,910
6617,知味观中秋家宴速冻榨菜手工月饼老底子美味,143%,14332.9,127
6618,九寨沟地震紧急驰援,422%,42290.0,521
6619,七夕为爱下厨【潮汕品质肉丸】,100%,50348.4,667
6620,"喝玉龙雪山水长大的葡萄—22°甜,2°酸",112%,56402.0,113
6621,Moonlight tree 自然式鼠标,132%,132061.0,705
6622,战神雷锤 | 解放者E8四级防水运动+商务蓝牙耳机,208%,416165.2,22284
6623,颜值爆表黑科技 滴水不留随心收包 不湿玲珑伞,1140%,1140472.0,5157
6624,【故宫食品】 还原宫廷萨其马最初的味道,119%,59898.0,954
6625,【你的第三只眼】EP5智能头戴运动摄像机,1511%,3022216.2,25477
6626,喜马拉雅节目 王伟忠教你如何有人情不世故,153%,153406.0,1006
6627,不插电.紫外.光触媒.智能杀菌牙刷架,408%,816987.1,4124
6628,亩产不超2500的福安葡萄，整串快递发货,139%,13926.0,43
6629,震惊！可以吃的表情包？emoji月饼要搞事情,391%,39109.5,754
6630,七夕 ，那年欠你的巧克力,132%,66239.7,514
6631,七夕，二营长的黄桃罐头，预包装的爱,124%,62312.0,715
6632,爱牵挂S3Pro能测血压的定位电话手表,503%,1108594.0,3238
6633,阿里巴巴“太极禅苑”定制月饼参禅得福月饼,308%,61770.0,123
6634,联合国杰出手工艺品徽章 钟鸣大师亲制茶具,287%,143578.0,185
6635,未来主义的太空感手拿包,860%,430234.0,309
6636,XQXA新一代智能防盗双肩包,1168%,1168072.0,5441
6637,阿里智能指纹锁杨格YGS-G7 即将收官！,367%,367588.0,116
6638,感受品质生活，从定制牛皮汽车钥匙包开始,203%,101516.0,1022
6639,It`s kitty温湿度计USB智能插排,1047%,1047953.0,4742
6640,再创《十二生肖》面纱 -让中式艺术更长久,101%,50653.0,513
6641,迪士尼唯新肉酥送给最让人感动的你,109%,10943.0,176
6642,七夕，酒状怂人胆，为爱按下快进键,3270%,327021.0,2974
6643,爱心助农 好柿来了 富有甜脆柿子,1385%,138591.0,5805
6644,拒绝涂层 玻璃面板触屏铁板烧 温度可达400度,294%,294592.0,338
6645,喝酒才是正经事，醇酒宝不等待更劲爽。,107%,214655.0,925
6646,双NFC多功能运动智慧手环,116%,232736.0,1213
6647,酷霸虎年度力作 叽叽喳喳 有爱在家,167%,167068.0,637
6648,来自雪山3510米的三五壹零雪咖金酒,1000%,2001690.0,1050
6649,Lumibox 60cm可折叠摄影棚,288%,144190.0,490
6650,一秒抵抗千种细菌病毒感染 特种部队专用技术育儿巾,104%,104888.0,331
6651,摆脱线制会充电的碳纤维手机壳（［下单立即发货］）,102%,205522.0,468
6652,Facepillow脸枕二代，专业侧睡枕,146%,292902.0,187
6653,【999银 碰撞 红木】—— 荷塘月色书签,141%,42595.3,564
6654,黑科技纤维面料 穿不脏的白衬衫,364%,364966.0,1834
6655,祈祷者 路遇 一只高逼格的手表,319%,319953.0,2027
6656,星座定制手势触控音响 时尚设计 定制自己的独一无二,498%,249263.0,468
6657,【米旗月饼给最重要的人】法式乳酪新潮中秋礼,201%,60531.0,408
6658,情定七夕，以茶为证，饼见真情,2122%,212233.96,2790
6659,富士通720°全景相机-玩转视界,395%,790109.0,1142
6660,清享悦眠&梦洁家居：骨传导智能定制枕,1141%,1141758.0,2037
6661,YoPin随车随行二合一智能车载WiFi,416%,833482.0,4124
6662,TMG酷薄轻快动力代步车，不为玩家  只为乐趣出行,6078%,6078709.0,28366
6663,maniway智能氛围灯蓝牙音响,122%,122199.0,296
6664,专治处女座的双肩包，三层空间，多重口袋,111%,111140.0,420
6665,一本写不完的纸质笔记本，APP备份管理,3611%,7223268.0,75143
6666,中华老字号 咀香园流心双味月饼 传承匠新,238%,23800.0,81
6667,国家大师彰显工匠精神，精工安化冰碛岩茶壶,1380%,1380826.8,15711
6668,科技创意礼品不锈钢家用净水器净水机可定制,323%,323288.0,426
6669,多肉窝窝-养多肉的事，都问我！手机控制智,115%,115080.0,1050
6670,全遮光双层防晒晴雨伞,111%,111482.0,522
6671,积木全功能城市折叠电动车，放菜装书搭小孩,953%,1906424.0,1152
6672,强肾固本扶正培元，养护身心的强身健体功法,387%,193546.0,1684
6673,电商视觉畅销书《让图片会说话》读者见面会,111%,55563.2,632
6674,你的移动录音棚，唱吧智能手机K歌麦克风独家首发,2613%,5227769.0,37936
6675,电影《表情大冒险》正版授权遮光睡眠眼罩,141%,28341.0,51
6676,楚乔传高硼硅玻璃真空保鲜罐,1795%,179586.0,427
6677,夜间骑行守护神器 激光投影灯 预防危险,105%,105290.0,523
6678,星座能量香薰蜡烛——莫小棋助你爱情事业双丰收,411%,205989.0,4298
6679,一副做给爸妈的眼镜——挂恋，挂念！,30534%,3053441.0,20708
6680,无尘吸烟神宠--车载室内 烟民必备,1597%,3194133.0,4088
6681,【非物质文化遗产木雕】长寿之神-寿星公,100%,100492.0,259
6682,Zivfower运动减压搏击球,1040%,1040905.0,1780
6683,重温经典汽车收银台,100%,50134.0,109
6684,以爱为名遇见不一样的原生态蜜酿,2082%,1041492.0,12900
6685,【七夕】“甜蜜相随”系列项链,110%,110590.0,96
6686,黑科技防污计步小白鞋,142%,284341.0,1353
6687,有你就行 全民助力中宁东华村优质枸杞出村,167%,130591.0,2069
6688,新一代朗冠声波牙刷-超强模式瞬间清洁牙缝,1817%,3634862.0,31166
6689,EMOJI MOVIE 玩转表情“包”,100%,20186.0,38
6690,以字蕴情 国家一级书法师 书法定制收藏,134%,67054.0,61
6691,超微型云端网络摄像机,1067%,2135087.0,6341
6692,Flyly停车定位U盘——手机一键找车,104%,208014.0,671
6693,电影《表情大冒险》正版授权防尘口罩,136%,27228.0,22
6694,七夕，狮子座的千岛湖桃胶，助你挑选真命天子/天女,1004%,100445.8,2652
6695,散发香气的雨伞,108%,108329.0,290
6696,《小公主·呵护》cheese原创胎发项链,108%,54424.0,430
6697,秒速系鞋带 创新智能功能鞋,160%,160844.0,1018
6698,喵喵T-1 mini 三维扫描仪 非白三维,232%,2970761.0,246
6699,《楚乔传》冷鲜盒 不惧炎热持久保鲜7小时,312%,31212.0,434
6700,正版授权《楚乔传》楚乔/宇文玥精品手办,2177%,217768.0,1386
6701,掌上黑科技，能打印视频的手机照片打印机,1794%,1794498.0,784
6702,【开车也能喝】哆啦A梦无醇起泡葡萄汁,118%,11816.0,33
6703,糖果牙膏呵护您的口腔健康,199%,199447.0,1302
6704,大圣归来 原创主题童年经典木制玩具首发,130%,39159.1,373
6705,不是你记忆中的茶,101%,50967.0,1013
6706,新款超薄迷你充电宝便携移动电源,708%,1417575.0,26516
6707,告别“盲喝”，饮者卫士智能杯，为家人而造,553%,1107956.0,3228
6708,#胸包秒变背包#，NEEDID变形背包,1186%,1186029.0,10991
6709,“为你写诗”七夕情人节书法字帖信物,109%,54582.0,140
6710,FERACE3全网通4G户外运动智能手表,1047%,2094040.0,1018
6711,时间机器至简系列腕表,1259%,629864.0,1096
6712,Little Bee纳米活肤仪新鲜养肤,110%,220564.0,463
6713,拉粑粑再也不臭了--马桶专用空气净化机,642%,1285866.0,2467
6714,LAGAFFE——收纳妈咪包 带娃轻松行,111%,89314.0,34
6715,【实用新主义】第二代大视野后视盲区辅助镜,594%,297146.0,11929
6716,二爷 X《EMOJI大电影》定制清洁面膜,266%,26642.0,262
6717,漫能×腾讯动漫《狐妖小红娘》官方正版授权晴雨伞,213%,106538.0,1069
6718,Emoji Movie巴帝巴帝定制羽绒服,218%,21804.0,176
6719,米梭智能猫眼，守护每个幸福之家,566%,1133446.0,2198
6720,看得见吸收的面膜，肌肤弹回18岁,186%,186408.0,916
6721,《楚乔传》电视剧周边衍生品限量发售,1064%,106425.0,899
6722,《楚乔传》旋转神器 指尖陀螺,252%,25284.0,316
6723,【蚁视2S】我的第一台pc端VR眼镜游戏设备,277%,554838.0,162
6724,EMOJI MOVIE X 珀莱雅面膜,120%,60093.0,230
6725,《楚乔传》多功能魔眼加湿器美颜神器,128%,12862.0,79
6726,正版授权《楚乔传》二合一多功能数据线便携充,400%,20020.0,240
6727,楚乔传官方授权带充电U盘一体化办公笔记本,242%,24230.0,65
6728,【共享单车】多功能安全灯——随身随骑随用,1200%,2400592.0,44159
6729,[小嘀来了]德施曼国美智能双品牌智能指纹锁,5070%,5070147.0,2322
6730,电影《表情奇幻冒险》正版授权暖桌垫,117%,23457.0,19
6731,悦味元麥系列2.0版本创意不粘锅,253%,253482.0,1408
6732,智能汽车临时停车牌，城市停车更贴心。,285%,571856.0,5547
6733,智能净齿  声波电动牙刷,105%,210357.0,1266
6734,骑行黑科技，不用电池的自行车尾灯,100%,200115.4,3856
6735,蛙鱼社联合《战狼II》官方倾情巨献,141%,28341.0,188
6736,【中华麦饭石】龙生九子-狻猊石壶,391%,391192.0,3654
6737,特别的爱【猫山王榴莲冰皮月饼】给特别的亲,104%,10402.0,34
6738,大护法×白玉世家 官方正版授权玉石首饰,122%,61256.0,76
6739,“参”海贵族，席卷盛夏的饕餮盛宴,448%,224188.0,921
6740,（授权）Cuddledown拥软-高蓬松羽绒枕芯,108%,108590.0,188
6741,花笙记 × 绣春刀 正版联名款T恤&飞鱼服卫衣,190%,381025.0,264
6742,石扁壶—全手工原矿紫砂壶功夫茶器,117%,117414.0,1443
6743,第一次听说有一款可以恒温冲浪的浴桶,3821%,3821388.0,2551
6744,SDOOR索掌门玻璃门指纹锁 免开孔免布线免安装,2613%,2613693.0,4313
6745,麻辣鲜美活色生香 我是一袋有内涵的三文鱼,804%,402243.9,1914
6746,鲶鱼&动画电影《大护法》正版授权棒球帽,121%,12139.0,101
6747,蜜的饕餮暴击味蕾，我是亚当和夏娃的爱情果。,173%,34721.8,431
6748,冉屿山楂小方，共产主义接班人倾力推荐,4001%,400191.3,3863
6749,【深夜食堂】自己动手做个牛排,202%,20254.0,83
6750,《战狼2》岚极训练&防霾双效面罩,237%,118595.0,539
6751,【为健康吸烟代言】超接近真烟口味的电子烟,107%,215310.0,688
6752,原来你很美《Zero》18k镀金原石项链,205%,205105.0,538
6753,科普斯GT-7可拆卸宏编程游戏鼠标,110%,110714.0,908
6754,随身音乐伴侣Levn口袋蓝牙接收器,110%,220069.0,315
6755,【七夕将至】女神最爱的礼物在这里！,246%,246906.0,1914
6756,从0岁开始的亲水运动小行家，巴布好奇屋,200%,100100.0,24
6757,【鲁西南特色】手工空心面—传统手艺的美好,107%,53661.0,1215
6758,【聪明猴子】王者5杀专用无线充电手游手柄,1846%,1846338.0,7022
6759,《蚍蜉渡海》银临第二张个人原创专辑,5805%,580564.0,7337
6760,我好慌，听说你想 “枕” 我,152%,304386.0,694
6761,鲶鱼&动画电影《大护法》正版授权U型枕,101%,20207.0,153
6762,夏天和万隆有一腿，可心安理得吃的酱鸭腿,264%,26421.9,869
6763,美妙富晒的有机香螺与女神去见证爱的力量,133%,13393.0,48
6764,紫云英蜂蜜让嗨聚更有味,350%,35011.0,449
6765,多点触控可供充电LED夜灯,182%,182956.6,4771
6766,茶树油牙膏——瑞士86年专业口腔护理品,281%,28143.0,103
6767,不管今夜谁下面给你吃我都百搭我是杨梅果捞,1343%,134323.0,2667
6768,来自高山土家的风味腊肉-让你的味蕾升级,487%,24353.5,1044
6769,头春大树发酵普洱熟茶,838%,83811.0,710
6770,入秋了，是时候来杯蒲公英茶了,3621%,362140.0,6928
6771,看清月球颠覆光学的望远镜,155%,155991.0,237
6772,持珠计数，一款有温度的智能手串,1455%,1455913.0,5787
6773,私处清洁仪我的闺蜜，让清洁更干净愉悦,440%,880651.0,3540
6774,国宝级大师真迹三生三世桃花依旧超值典藏,100%,100400.0,42
6775,暝曜之界——中国风魔幻卡牌游戏,127%,12750.0,259
6776,Doxo舒经宝 电影三生三世十里桃花 关掉姨妈痛,103%,103638.0,159
6777,电影心理罪乌贼无人机6.7折全球限量首发,183%,91661.0,202
6778,限量首发，收藏价值极高的麦家套装,110%,55096.0,104
6779,果中钙王海红果汁荣获迪拜帆船酒店金奖果汁,348%,34826.0,339
6780,【钱包里的健康专家】卡帕奇心电卡，给家人的贴心礼物,212%,424157.0,1623
6781,MR.HERO V5战士玩偶套装,105%,10590.0,100
6782,吉普号 2017【一品青柑】 众筹开启,1172%,586482.0,2791
6783,启牛X60哈雷电动车，6液压减震，拒绝颠簸,516%,5163832.0,1597
6784,你的喜好你来定义——MAG模块化钱包,327%,327126.0,1836
6785,咕嘟Mini秒沸速饮机 你身边的喝水神器,5164%,10328443.0,9375
6786,〖七夕特别礼物〗52℃智能恒温杯,1138%,1138840.0,1086
6787,<我们的少年时代>蒸汽眼罩 电视剧同款,418%,209242.0,3498
6788,洁玫儿智能坐便器 全功能体验新科技如厕生,182%,365212.0,126
6789,你的手表你做主 一款功能外观随心搭配的模块化手表,341%,170893.0,398
6790,传奇世界 X ROCAWEAR联名卫衣,103%,10374.0,26
6791,博皓企萌鹅宝智能儿童声波牙刷,279%,279806.0,1494
6792,马伟老师手绘国画 水墨画 卧室居家挂画,203%,20388.0,16
6793,拯救尴尬场面，随时随地让你来电话的钢化膜,106%,213108.0,2612
6794,永璞 电影《三生三世 十里桃花》官方咖啡,104%,31421.0,266
6795,益佑盛麦兜饭宝奇兵智能插座,101%,101833.0,176
6796,以态度致敬精品 众筹2017年梅江小青柑,442%,221080.0,530
6797,冰凉手感，可以尽情王者荣耀的库耳降温手机壳,104%,209596.0,1267
6798,"音乐款思考枕,第四代高度可调节枕头,极致睡眠体验",122%,61178.0,204
6799,食物垃圾一键粉碎 给你的厨房做个大清理的小机器,246%,492489.0,167
6800,《吴江锦时书》三国原创音乐故事专辑,2136%,213642.0,698
6801,百年老字号果皇柑普茶产量稀缺珍藏典范,199%,59750.0,418
6802,30秒后，宝贝就会彻底爱上的智能电动牙刷,1270%,2540901.0,22888
6803,【食品级】免电炒冰盘—夏日冰爽下午茶,164%,329437.0,184
6804,降妖伏茉 牵手茉莉花茶仙子一起去泡吧,292%,29204.0,405
6805,【真烟口感】香烟烘烤型电子烟,1379%,2759900.0,16180
6806,创新磁化超滤直饮净水机净水器新颖健康电器,209%,209571.0,607
6807,【安睡，没有意外】南鸿智能睡眠呼吸监护仪,120%,240632.0,68
6808,Bx Umbrellas马六甲藤竹细钢伞,232%,116442.0,509
6809,铜师傅 铜木主义衣架 美国黑胡桃+黄铜,9251%,4625939.0,11141
6810,瓜语壶-原创宜兴紫砂壶,292%,146106.0,670
6811,《醉长安》白瓷楠竹香盒 原创香器,103%,103615.0,375
6812,WIFI无线门铃 实时监控 24小时守卫你的家门,230%,461442.0,418
6813,《绣春刀Ⅱ》官方正版授权匠人手工伞,2063%,1031981.0,6009
6814,纯手工定制《梦幻精灵天使》系列玩偶礼盒装,240%,24073.0,285
6815,漆·龙珠 中国的珠宝,103%,51967.0,14
6816,多功能支架彩色荧光笔 有效预防手机脖,100%,120916.0,327
6817,不用耳朵音乐就能陪你游泳骨传导水下播放器,545%,1091370.0,1513
6818,《择天记》官方授权陈长生同款龙泉无垢剑,158%,79140.0,63
6819,自然质朴的生活，知几便携竹制折叠桌,127%,87006.0,1012
6820,夏天你走开，一件可以穿三年的清凉爽肤T恤,842%,421076.0,4644
6821,秒制冷饮 夏日解暑便携气泡机 私人饮品师,1928%,3856621.0,29280
6822,山东人家每年都因此味齐聚 一年一季黑花生,554%,110937.3,5102
6823,io banana智能成人振动棒,555%,1111230.0,1661
6824,OISLE 小清新闪充套装,331%,662730.0,3701
6825,雏鸡很好（hào）玩儿的传统壶艺,122%,122828.0,566
6826,请一幅唐卡回家—镇宅旺业,208%,104118.0,72
6827,和田玉民国风 送给文艺范的姑娘,106%,53020.0,45
6828,电影《三生三世十里桃花》定制版热水袋,108%,21638.0,275
6829,一果●便携式电动破壁榨汁杯,110%,332848.0,1348
